2041		2542.80010	10802.57351	624.4565737	3570.30532								
2042		2564.71120	10923.89436	630.7011394	3570.30532								
2043		2586.62230	11037.34247	637.0081508	3570.30532								
2044		2608.53350	11142.63643	643.3782323	3570.30532								
2045		2630.44430	11239.49572	649.8120146	3570.30532								
2046		2652.35550	11315.12807	656.3101348	3570.30532								
2047		2674.26660	11386.82362	662.8732361	3570.30532								
2048		2696.17770	11454.30183	669.5019685	3570.30532								
2049		2718.08890	11517.70297	676.1969882	3570.30532								
2050		2740.00000	11576.74651	682.9589581	3570.30532								
2051		2760.22000	11694.69334	689.7885477	3570.30532								
2052		2780.43990	11743.75588	696.6864331	3570.30532								
2053		2800.65990	11793.09895	703.6532975	3570.30532								
2054		2820.87990	11842.86453	710.6898304	3570.30532								
2055		2841.10010	11892.91064	717.7967287	3570.30532								
2056		2861.32010	11943.23813	724.974696	3570.30532								
2057		2881.54000	11993.98726	732.224443	3570.30532								
2058		2901.76000	12045.01778	739.5466874	3570.30532								
2059		2921.98000	12096.46995	746.9421543	3570.30532								
2060		2942.20000	12148.20436	754.4115758	3570.30532								
2061		2962.41990	12200.21759	761.9556916	3570.30532								
2062		2982.63990	12252.65502	769.5752485	3570.30532								
2063		3002.86010	12305.37214	777.271001	3570.30532								
2064		3023.08010	12358.51090	785.043711	3570.30532								
2065		3043.30010	12412.07216	792.8941481	3570.30532								
2066		3063.52000	12465.91395	800.8230896	3570.30532								
2067		3083.74000	12520.03713	808.8313205	3570.30532								
2068		3103.96000	12574.72307	816.9196337	3570.30532								
2069		3124.17990	12629.54928	825.08883	3570.30532								
2070		3144.39990	12684.93740	833.3397183	3570.30532								
2071		3164.62010	12740.60690	841.6731155	3570.30532								
2072		3184.84010	12796.55779	850.0898467	3570.30532								
2073		3205.06010	12852.93033	858.5907451	3570.30532								
2074		3225.28000	12909.72451	867.1766526	3570.30532								
2075		3245.50000	12966.94034	875.8484191	3570.30532								
2076		3265.72000	13025.56224	884.6069033	3570.30532								
2077		3285.93990	13084.60578	893.4529723	3570.30532								
2078		3306.15990	13144.07097	902.3875021	3570.30532								
2079		3326.37990	13203.81754	911.4113771	3570.30532								
2080		3346.60010	13263.98576	920.5254909	3570.30532								
2081		3366.82010	13324.71675	929.7307458	3570.30532								
2082		3387.04000	13385.72742	939.0280532	3570.30532								
2083		3407.26000	13447.16058	948.4183337	3570.30532								
2084		3427.48000	13509.01625	957.9025171	3570.30532								
2085		3447.70000	13571.29357	967.4815423	3570.30532								
2086		3467.91990	13633.99168	977.1563577	3570.30532								
2087		3488.13990	13697.11229	986.9279213	3570.30532								
2088		3508.36010	13760.65370	996.7972005	3570.30532								
2089		3528.58010	13824.61846	1006.765172	3570.30532								
2090		3548.80010	13889.00316	1016.832824	3570.30532								
2091		3569.02000	13953.95063	1027.001152	3570.30532								
2092		3589.24000	14019.18034	1037.271164	3570.30532								
2093		3609.46000	14084.97110	1047.643876	3570.30532								
2094		3629.67990	14151.04411	1058.120314	3570.30532								
2095		3649.89990	14217.67902	1068.701518	3570.30532								
2096		3670.12010	14284.73559	1079.388533	3570.30532								
2097		3690.34010	14352.35406	1090.182418	3570.30532								
2098		3710.56010	14420.25564	1101.084242	3570.30532								
2099		3730.78000	14488.71655	1112.095085	3570.30532								
2100		3751.00000	14557.60168	1123.216035	3570.30532								
